"YM","CODEBASE","kW"
10507,"A6307-0077-00",534999
10506,"A6307-0077-00",9647
10507,"A6307-0078-00",257320
10506,"A6307-0078-00",11960
10507,"A6307-0079-00",98997
10507,"A6307-0080-00",117467
10506,"A6307-0080-00",1616
10507,"A6307-0081-00",535004
10506,"A6307-0081-00",6428
10507,"A6307-0083-00",57794
10506,"A6307-0083-00",125333
10507,"A6307-0084-00",61882
10506,"A6307-0084-00",3334
10507,"A6307-0085-00",165635
10506,"A6307-0085-00",238232
10507,"A6307-0086-00",207041
10506,"A6307-0086-00",80
10507,"A6307-0087-00",248000
10506,"A6307-0087-00",594
10507,"A6307-0088-00",127294
10507,"A6307-0089-00",92891
10507,"A6307-0090-00",62826
10507,"A6307-0091-00",139993
10507,"A6307-0092-00",200727
10506,"A6307-0092-00",212881
10507,"A6307-0093-00",84776
10506,"A6307-0093-00",164705
10507,"A6307-0094-00",39359
10506,"A6307-0094-00",229907
10507,"A6307-0095-00",68076
10507,"A6307-0096-00",75978
10506,"A6307-0096-00",212607
10507,"A6307-0097-00",184273
10506,"A6307-0097-00",483
10507,"A6307-0098-00",14880
10506,"A6307-0098-00",73057
10507,"A6307-0099-00",689
10506,"A6307-0099-00",92750
10507,"A6307-0100-00",19452
10506,"A6307-0100-00",49402
10507,"A6307-0101-00",5580
10506,"A6307-0101-00",82052
10507,"A6307-0102-00",104202
10506,"A6307-0102-00",129819
10506,"A6307-0103-00",40691
10507,"A6307-0104-00",20661
10506,"A6307-0104-00",32067
10507,"A6307-0105-00",109801
10506,"A6307-0105-00",98577
10507,"A6307-0106-00",7610
10506,"A6307-0106-00",132070
10506,"A6307-0107-00",92255
10507,"A6307-0108-00",58629
10506,"A6307-0108-00",178883
10507,"A6307-0109-00",167
10506,"A6307-0109-00",57306
10507,"A6307-0110-00",6437
10506,"A6307-0110-00",155706
10507,"A6307-0111-00",67689
10506,"A6307-0111-00",206261
10507,"A6307-0112-00",2430
10506,"A6307-0112-00",100225
10507,"A6307-0113-00",28220
10506,"A6307-0113-00",93157
10507,"A6307-0114-00",78651
10506,"A6307-0114-00",131240
10507,"A6307-0115-00",745
10506,"A6307-0115-00",50990
10507,"A6307-0116-00",5600
10506,"A6307-0116-00",82216
10506,"A6307-0117-00",35465
10507,"A6307-0118-00",12400
10506,"A6307-0118-00",95661
10507,"A6307-0119-00",166236
10506,"A6307-0119-00",193224
10507,"A6307-0120-00",32176
10506,"A6307-0120-00",119399
10507,"A6307-0121-00",92398
10506,"A6307-0121-00",125218
10507,"A6307-0123-00",2160
10506,"A6307-0123-00",69531
10507,"A6307-0124-00",12694
10506,"A6307-0124-00",122002
10506,"A6307-0125-00",46697
10507,"A6307-0126-00",24868
10506,"A6307-0126-00",87480
10506,"A6307-0127-00",70762
10507,"A6307-0128-00",1956
10506,"A6307-0128-00",41074
10507,"A6307-0129-00",62008
10506,"A6307-0129-00",213867
10507,"A6307-0130-00",5777
10506,"A6307-0130-00",96945
10507,"A6307-0131-00",4093
10506,"A6307-0131-00",28273
10506,"A6307-0132-00",42825
10507,"A6307-0133-00",3800
10506,"A6307-0133-00",85348
10507,"A6307-0134-00",43725
10506,"A6307-0134-00",153285
10507,"A6307-0135-00",6357
10506,"A6307-0135-00",123926
10507,"A6307-0136-00",11884
10506,"A6307-0136-00",113044
10507,"A6307-0137-00",28259
10506,"A6307-0137-00",158941
10507,"A6307-0138-00",73100
10506,"A6307-0138-00",110926
10507,"A6307-0139-00",2728
10506,"A6307-0139-00",125837
10507,"A6307-0140-00",10332
10506,"A6307-0140-00",45294
10507,"A6307-0141-00",11520
10506,"A6307-0141-00",62271
10507,"A6307-0142-00",16579
10506,"A6307-0142-00",135966
10507,"A6307-0143-00",33808
10506,"A6307-0143-00",103721
10507,"A6307-0144-00",1399
10506,"A6307-0144-00",66010
10507,"A6307-0145-00",2560
10506,"A6307-0145-00",120481
10507,"A6307-0146-00",5062
10506,"A6307-0146-00",88766
10506,"A6307-0147-00",60930
10507,"A6307-0148-00",11314
10506,"A6307-0148-00",74852
10507,"A6307-0149-00",982
10506,"A6307-0149-00",69337
10506,"A6307-0150-00",87506
10507,"A6307-0151-00",18176
10506,"A6307-0151-00",233376
10507,"A6307-0152-00",3140
10506,"A6307-0152-00",117660
10507,"A6307-0153-00",64335
10506,"A6307-0153-00",14405
10507,"A6307-0154-00",442
10506,"A6307-0154-00",79205
10507,"A6307-0155-00",1378
10506,"A6307-0155-00",104599
10507,"A6307-0156-00",56952
10506,"A6307-0156-00",133030
10507,"A6307-0157-00",9019
10506,"A6307-0157-00",180286
10507,"A6307-0158-00",6769
10506,"A6307-0158-00",115176
10507,"A6307-0159-00",3697
10506,"A6307-0159-00",86775
10506,"A6307-0160-00",17675
10507,"A6307-0161-00",40
10506,"A6307-0161-00",101320
10507,"A6307-0162-00",17280
10506,"A6307-0162-00",87588
10507,"A6307-0163-00",5960
10506,"A6307-0163-00",79539
10507,"A6307-0164-00",3400
10506,"A6307-0164-00",75624
10507,"A6307-0165-00",26190
10506,"A6307-0165-00",119949
10507,"A6307-0166-00",10801
10506,"A6307-0166-00",47728
10507,"A6307-0167-00",21681
10506,"A6307-0167-00",86544
10506,"A6307-0168-00",31183
10507,"A6307-0170-00",8887
10506,"A6307-0170-00",110654
10506,"A6307-0171-00",31194
10507,"A6307-0172-00",17360
10506,"A6307-0172-00",99242
10507,"A6307-0173-00",191
10506,"A6307-0173-00",59529
10506,"A6307-0174-00",627
10506,"A6307-0175-00",40171
10507,"A6307-0176-00",3561
10506,"A6307-0176-00",65743
10506,"A6307-0177-00",36632
10507,"A6307-0178-00",22200
10506,"A6307-0178-00",9971
10507,"A6307-0179-00",40
10506,"A6307-0179-00",29749
10507,"A6307-0180-00",20585
10506,"A6307-0180-00",92677
10507,"A6307-0181-00",42733
10506,"A6307-0181-00",153039
10507,"A6307-0182-00",37960
10506,"A6307-0182-00",132674
10507,"A6307-0183-00",31312
10506,"A6307-0183-00",133545
10507,"A6307-0184-00",2266
10506,"A6307-0184-00",86893
10506,"A6307-0185-00",63518
10507,"A6307-0186-00",239
10506,"A6307-0186-00",44429
10507,"A6307-0187-00",14120
10506,"A6307-0187-00",127038
10507,"A6307-0188-00",48623
10506,"A6307-0188-00",152205
10507,"A6307-0189-00",25787
10506,"A6307-0189-00",121312
10507,"A6307-0190-00",40737
10506,"A6307-0190-00",153198
10506,"A6307-0191-00",61613
10507,"A6307-0192-00",19509
10506,"A6307-0192-00",117316
10507,"A6307-0193-00",3655
10506,"A6307-0193-00",78239
10507,"A6307-0194-00",1880
10506,"A6307-0194-00",50914
10507,"A6307-0195-00",144127
10507,"A6307-0196-00",9965
10506,"A6307-0196-00",59209
10507,"A6307-0197-00",4524
10506,"A6307-0197-00",148501
10507,"A6307-0198-00",1715
10506,"A6307-0198-00",106255
10507,"A6307-0199-00",97401
10506,"A6307-0199-00",858
10507,"A6307-0200-00",63419
10506,"A6307-0200-00",63280
10507,"A6307-0201-00",9577
10506,"A6307-0201-00",76071
10507,"A6307-0202-00",134548
10506,"A6307-0202-00",94478
10507,"A6307-0203-00",209773
10506,"A6307-0203-00",138415
10507,"A6307-0204-00",740
10506,"A6307-0204-00",101355
10507,"A6307-0205-00",51768
10506,"A6307-0205-00",228558
10507,"A6307-0206-00",15184
10506,"A6307-0206-00",64731
10507,"A6307-0207-00",58238
10506,"A6307-0207-00",3321
10507,"A6307-0208-00",9762
10506,"A6307-0208-00",67485
10507,"A6307-0209-00",40
10506,"A6307-0209-00",92825
10507,"A6307-0210-00",38531
10506,"A6307-0210-00",88712
10507,"A6307-0211-00",47109
10506,"A6307-0211-00",835
10507,"A6307-0212-00",261604
10506,"A6307-0212-00",1623
10507,"A6307-0213-00",72444
10506,"A6307-0213-00",205921
10507,"A6307-0214-00",128366
10507,"A6307-0215-00",38260
10506,"A6307-0215-00",145497
10507,"A6307-0216-00",125911
10507,"A6307-0217-00",76478
10507,"A6307-0218-00",20402
10506,"A6307-0218-00",50009
10507,"A6307-0219-00",93392
10506,"A6307-0219-00",7640
10507,"A6307-0220-00",102861
10506,"A6307-0220-00",5489
10507,"A6307-0221-00",97907
10507,"A6307-0222-00",108922
10507,"A6307-0223-00",141528
10506,"A6307-0223-00",3003
10507,"A6307-0224-00",107920
10507,"A6307-0225-00",177873
10506,"A6307-0225-00",1110
10507,"A6307-0226-00",559674
10506,"A6307-0226-00",4486
10507,"A6307-0227-00",299778
10507,"A6307-0228-00",102971
10507,"A6307-0229-00",103960
10506,"A6307-0229-00",139
10507,"A6307-0230-00",229901
10506,"A6307-0230-00",1663
10507,"A6307-0231-00",142513
10506,"A6307-0231-00",40
10507,"A6307-0232-00",141785
10507,"A6307-0233-00",63328
10507,"A6307-0234-00",91908
10507,"A6307-0235-00",86787
10507,"A6307-0236-00",7926
10507,"A6307-0237-00",133750
10507,"A6307-0239-00",114260
10506,"A6307-0239-00",40
10507,"A6307-0240-00",36307
10507,"A6307-0241-00",352963
10506,"A6307-0241-00",5482
10507,"A6307-0242-00",238448
10507,"A6307-0243-00",126571
10506,"A6307-0243-00",40
10507,"A6307-0244-00",197334
10507,"A6307-0245-00",108221
10507,"A6307-0246-00",102010
10507,"A6307-0247-00",235581
10506,"A6307-0247-00",148
10507,"A6307-0248-00",87704
10506,"A6307-0248-00",459
10507,"A6307-0249-00",188148
10506,"A6307-0249-00",388
10507,"A6307-0250-00",124184
10507,"A6307-0251-00",232565
10507,"A6307-0252-00",239706
10506,"A6307-0252-00",570
10507,"A6307-0253-00",37865
10507,"A6307-0254-00",1932
10507,"A6307-0255-00",49697
10507,"A6307-0256-00",103735
10507,"A6307-0257-00",81766
10506,"A6307-0257-00",1379
10507,"A6307-0258-00",128713
10507,"A6307-0259-00",59715
10507,"A6307-0260-00",83969
10506,"A6307-0260-00",40
10507,"A6307-0261-00",57963
10507,"A6307-0262-00",144741
10507,"A6307-0263-00",111291
10507,"A6307-0264-00",99187
10506,"A6307-0264-00",293
10507,"A6307-0265-00",15030
10507,"A6307-0266-00",208689
10506,"A6307-0266-00",1363
10507,"A6307-0268-00",52245
10507,"A6307-0269-00",114402
10506,"A6307-0269-00",459
10507,"A6307-0270-00",150098
10507,"A6307-0271-00",128182
10507,"A6307-0272-00",73503
10507,"A6307-0273-00",30508
10507,"A6307-0274-00",52042
10507,"A6307-0275-00",97026
10507,"A6307-0276-00",292080
10506,"A6307-0276-00",1866
10507,"A6307-0277-00",16592
10507,"A6307-0278-00",145221
10506,"A6307-0278-00",339
10507,"A6307-0279-00",153685
10507,"A6307-0280-00",58052
10507,"A6307-0281-00",34680
10507,"A6307-0282-00",45201
10507,"A6307-0283-00",56544
10507,"A6307-0284-00",68970
10507,"A6307-0285-00",151554
10506,"A6307-0285-00",40
10507,"A6307-0286-00",80578
10507,"A6307-0287-00",94927
10507,"A6307-0288-00",95530
10506,"A6307-0288-00",998
10507,"A6307-0289-00",243009
10506,"A6307-0289-00",1260
10507,"A6307-0290-00",72362
10507,"A6307-0291-00",157217
10507,"A6307-0292-00",153829
10507,"A6307-0293-00",57764
10506,"A6307-0293-00",174
10507,"A6307-0294-00",97104
10507,"A6307-0295-00",82924
10507,"A6307-0296-00",109658
10507,"A6307-0297-00",120960
10506,"A6307-0297-00",40
10507,"A6307-0298-00",220620
10507,"A6307-0299-00",176611
10506,"A6307-0299-00",1022
10507,"A6307-0300-00",57536
10507,"A6307-0301-00",163228
10506,"A6307-0301-00",136
10507,"A6307-0302-00",20993
10507,"A6307-0303-00",62935
10507,"A6307-0305-00",65292
10507,"A6307-0306-00",249744
10506,"A6307-0306-00",104
10507,"A6307-0307-00",109172
10507,"A6307-0308-00",119869
10507,"A6307-0309-00",55606
10507,"A6307-0310-00",51424
10506,"A6307-0310-00",1877
10507,"A6307-0311-00",120662
10507,"A6307-0312-00",168239
10506,"A6307-0312-00",125
10507,"A6307-0313-00",178946
10506,"A6307-0313-00",80
10507,"A6307-0316-00",94391
10507,"A6307-0317-00",41168
10506,"A6307-0317-00",646
10507,"A6307-0318-00",83096
10507,"A6307-0319-00",31589
10507,"A6307-0322-00",60995
10507,"A6307-0323-00",105194
10507,"A6307-0325-00",48692
10507,"A6307-0326-00",129707
10506,"A6307-0326-00",607
10507,"A6307-0327-00",240555
10507,"A6307-0328-00",83670
10507,"A6307-0329-00",56635
10506,"A6307-0329-00",362
10507,"A6307-0331-00",27706
10507,"A6307-0332-00",72241
10506,"A6307-0332-00",40
10507,"A6307-0333-00",101184
10507,"A6307-0334-00",53817
10507,"A6307-0335-00",47736
10507,"A6307-0336-00",41736
10507,"A6307-0337-00",73269
10507,"A6307-0339-00",126777
10507,"A6307-0340-00",67277
10507,"A6307-0341-00",91957
10507,"A6307-0342-00",34563
10506,"A6307-0343-00",70868
10507,"A6307-0344-00",25258
10506,"A6307-0345-00",5447
10507,"A6307-0346-00",166104
10506,"A6307-0346-00",134
10507,"A6307-0347-00",63174
10507,"A6307-0348-00",76290
10507,"A6307-0349-00",112024
10507,"A6307-0350-00",2864
10506,"A6307-0350-00",35873
10507,"A6307-0352-00",8540
10507,"A6307-0353-00",82697
10507,"A6307-0354-00",69125
10507,"A6307-0355-00",158314
10507,"A6307-0356-00",25635
10506,"A6307-0356-00",165
10507,"A6307-0357-00",99557
10507,"A6307-0358-00",16970
10507,"A6307-0359-00",113805
10507,"A6307-0360-00",12947
10507,"A6307-0361-00",49107
10506,"A6307-0361-00",996
10507,"A6307-0362-00",146931
10507,"A6307-0363-00",83671
10507,"A6307-0364-00",103989
10507,"A6307-0365-00",30271
10507,"A6307-0366-00",79705
10507,"A6307-0367-00",136699
10507,"A6307-0368-00",55685
10506,"A6307-0368-00",149
10507,"A6307-0369-00",37572
10507,"A6307-0370-00",11427
10506,"A6307-0370-00",112357
10507,"A6307-0371-00",181629
10507,"A6307-0372-00",108961
10507,"A6307-0373-00",39990
10506,"A6307-0373-00",325
10507,"A6307-0374-00",150618
10506,"A6307-0374-00",277
10507,"A6307-0375-00",219404
10507,"A6307-0376-00",133552
10507,"A6307-0377-00",4001
10506,"A6307-0377-00",64183
10507,"A6307-0378-00",5620
10506,"A6307-0378-00",47854
10507,"A6307-0379-00",9800
10506,"A6307-0379-00",47567
10507,"A6307-0380-00",117006
10507,"A6307-0381-00",144520
10506,"A6307-0381-00",48
10507,"A6307-0382-00",135318
10507,"A6307-0383-00",130560
10506,"A6307-0383-00",1964
10507,"A6307-0384-00",268734
10506,"A6307-0384-00",40
10507,"A6307-0385-00",68052
10507,"A6307-0386-00",113429
10507,"A6307-0387-00",88117
10506,"A6307-0387-00",1113
10507,"A6307-0388-00",82970
10506,"A6307-0389-00",33630
10507,"A6307-0391-00",5350
10506,"A6307-0391-00",101835
10507,"A6307-0392-00",27235
10507,"A6307-0393-00",41965
10507,"A6307-0394-00",100168
10507,"A6307-0395-00",100364
10507,"A6307-0396-00",82007
10507,"A6307-0397-00",122427
10507,"A6307-0398-00",11609
10506,"A6307-0398-00",32061
10507,"A6307-0399-00",8407
10506,"A6307-0399-00",79041
10507,"A6307-0400-00",95000
10506,"A6307-0400-00",430
10506,"A6307-0401-00",77560
10507,"A6307-0402-00",57753
10507,"A6307-0403-00",4773
10506,"A6307-0403-00",58484
10507,"A6307-0405-00",127791
10507,"A6307-0407-00",67266
10507,"A6307-0408-00",45018
10507,"A6307-0409-00",79437
10507,"A6307-0410-00",26
10506,"A6307-0410-00",62855
10507,"A6307-0411-00",105584
10506,"A6307-0412-00",42909
10507,"A6307-0413-00",24701
10507,"A6307-0414-00",124441
10506,"A6307-0414-00",2896
10507,"A6307-0415-00",84784
10507,"A6307-0416-00",97224
10507,"A6307-0417-00",138203
10506,"A6307-0418-00",38584
10506,"A6307-0419-00",60375
10507,"A6307-0420-00",5287
10506,"A6307-0420-00",155458
10507,"A6307-0421-00",163339
10506,"A6307-0421-00",112
10506,"A6307-0422-00",54093
10506,"A6307-0423-00",17232
10506,"A6307-0424-00",47553
10506,"A6307-0425-00",14839
10507,"A6307-0426-00",108001
10506,"A6307-0426-00",266
10507,"A6307-0427-00",376901
10506,"A6307-0427-00",40
10507,"A6307-0428-00",89302
10507,"A6307-0429-00",5421
10506,"A6307-0429-00",37047
10507,"A6307-0430-00",80045
10506,"A6307-0430-00",21
10507,"A6307-0431-00",16863
10506,"A6307-0431-00",72582
10506,"A6307-0432-00",84840
10507,"A6307-0433-00",239031
10506,"A6307-0433-00",659
10507,"A6307-0434-00",13990
10506,"A6307-0434-00",74687
10507,"A6307-0435-00",132093
10506,"A6307-0435-00",465
10507,"A6307-0436-00",18919
10506,"A6307-0436-00",63043
10507,"A6307-0437-00",22026
10506,"A6307-0437-00",97321
10507,"A6307-0438-00",3871
10506,"A6307-0438-00",72801
10507,"A6307-0439-00",79465
10507,"A6307-0440-00",58040
10506,"A6307-0440-00",2242
10507,"A6307-0442-00",24178
10506,"A6307-0442-00",61130
10507,"A6307-0444-00",175702
10506,"A6307-0444-00",1045
10507,"A6307-0445-00",7174
10506,"A6307-0445-00",58578
10507,"A6307-0446-00",61633
10507,"A6307-0447-00",119547
10506,"A6307-0447-00",985
10507,"A6307-0449-00",63143
10507,"A6307-0450-00",98520
10506,"A6307-0450-00",40
10507,"A6307-0451-00",84606
10507,"A6307-0452-00",52689
10506,"A6307-0452-00",26731
10507,"A6307-0453-00",80921
10507,"A6307-0454-00",84414
10507,"A6307-0455-00",67315
10506,"A6307-0455-00",688
10507,"A6307-0456-00",95216
10506,"A6307-0456-00",1380
10507,"A6307-0457-00",512
10506,"A6307-0457-00",74137
10507,"A6307-0458-00",18423
10506,"A6307-0458-00",102048
10507,"A6307-0459-00",13729
10506,"A6307-0459-00",60426
10507,"A6307-0460-00",74085
10507,"A6307-0461-00",4346
10506,"A6307-0461-00",92763
10507,"A6307-0462-00",13771
10506,"A6307-0462-00",113887
10507,"A6307-0463-00",88721
10507,"A6307-0464-00",10899
10506,"A6307-0464-00",50516
10507,"A6307-0465-00",75141
10507,"A6307-0466-00",65139
10507,"A6307-0467-00",58557
10506,"A6307-0467-00",1500
10507,"A6307-0468-00",17719
10506,"A6307-0468-00",15430
10507,"A6307-0469-00",214822
10506,"A6307-0469-00",673
10507,"A6307-0470-00",32206
10506,"A6307-0470-00",557
10507,"A6307-0471-00",5035
10506,"A6307-0471-00",35602
10506,"A6307-0472-00",105168
10507,"A6307-0473-00",81082
10507,"A6307-0474-00",91685
10507,"A6307-0475-00",80642
10506,"A6307-0475-00",76
10506,"A6307-0476-00",21157
10507,"A6307-0477-00",7979
10506,"A6307-0477-00",31200
10507,"A6307-0478-00",39053
10506,"A6307-0478-00",153652
10507,"A6307-0479-00",22086
10506,"A6307-0479-00",97487
10506,"A6307-0480-00",28395
10507,"A6307-0481-00",73900
10507,"A6307-0482-00",82714
10507,"A6307-0483-00",126879
10506,"A6307-0484-00",68441
10507,"A6307-0485-00",127189
10507,"A6307-0486-00",144912
10506,"A6307-0486-00",748
10507,"A6307-0487-00",102400
10506,"A6307-0487-00",40
10507,"A6307-0488-00",7883
10506,"A6307-0488-00",51363
10507,"A6307-0489-00",14329
10506,"A6307-0489-00",71765
10507,"A6307-0490-00",33601
10506,"A6307-0490-00",1504
10507,"A6307-0491-00",207248
10507,"A6307-0492-00",20830
10506,"A6307-0492-00",73318
10507,"A6307-0493-00",193600
10506,"A6307-0493-00",228
10507,"A6307-0494-00",40
10506,"A6307-0494-00",236195
10507,"A6307-0495-00",14976
10506,"A6307-0495-00",124490
10507,"A6307-0496-00",100244
10507,"A6307-0497-00",81629
10506,"A6307-0497-00",64
10506,"A6307-0498-00",72635
10507,"A6307-0499-00",109658
10506,"A6307-0500-00",17366
10506,"A6307-0501-00",6473
10507,"A6307-0502-00",281532
10507,"A6307-0503-00",112694
10507,"A6307-0504-00",22840
10506,"A6307-0504-00",140400
10507,"A6307-0505-00",182269
10507,"A6307-0506-00",909421
10506,"A6307-0506-00",9550
10507,"A6307-0507-00",22817
10506,"A6307-0508-00",49652
10507,"A6307-0509-00",2196
10506,"A6307-0509-00",20223
10506,"A6307-0510-00",32263
10507,"A6307-0511-00",9744
10506,"A6307-0511-00",68904
10507,"A6307-0512-00",26670
10506,"A6307-0512-00",124004
10507,"A6307-0513-00",13023
10506,"A6307-0513-00",84127
10506,"A6307-0514-00",38307
10507,"A6307-0515-00",283
10506,"A6307-0515-00",94177
10507,"A6307-0516-00",3213
10506,"A6307-0516-00",79668
10507,"A6307-0517-00",1603
10506,"A6307-0517-00",51216
10507,"A6307-0518-00",222580
10507,"A6307-0519-00",57098
10507,"A6307-0520-00",74501
10506,"A6307-0521-00",23970
10507,"A6307-0522-00",1741
10506,"A6307-0522-00",72430
10507,"A6307-0523-00",62781
10506,"A6307-0523-00",1571
10507,"A6307-0524-00",83220
10506,"A6307-0524-00",939
10507,"A6307-0525-00",118580
10507,"A6307-0526-00",99491
10506,"A6307-0527-00",64162
10507,"A6307-0528-00",405780
10506,"A6307-0528-00",1282
10507,"A6307-0529-00",3158
10506,"A6307-0529-00",60344
10507,"A6307-0530-00",2144
10506,"A6307-0530-00",124943
10506,"A6307-0531-00",83654
10507,"A6307-0532-00",18298
10506,"A6307-0532-00",147578
10507,"A6307-0533-00",483445
10506,"A6307-0533-00",896
10507,"A6307-0534-00",119334
10506,"A6307-0534-00",646
10507,"A6307-0535-00",147988
10506,"A6307-0535-00",1384
10506,"A6307-0536-00",52872
10507,"A6307-0537-00",1032
10506,"A6307-0537-00",59179
10507,"A6307-0538-00",72093
10506,"A6307-0538-00",644
10506,"A6307-0539-00",55943
10507,"A6307-0540-00",2770
10506,"A6307-0540-00",52546
10507,"A6307-0541-00",800
10506,"A6307-0541-00",45546
10507,"A6307-0543-00",79121
10507,"A6307-0544-00",750
10506,"A6307-0544-00",44331
10506,"A6307-0545-00",51402
10507,"A6307-0546-00",21264
10506,"A6307-0546-00",79909
10507,"A6307-0547-00",656
10506,"A6307-0547-00",40413
10507,"A6307-0548-00",48756
10506,"A6307-0548-00",9600
10507,"A6307-0549-00",143400
10506,"A6307-0549-00",2085
10507,"A6307-0550-00",104455
10507,"A6307-0551-00",94789
10507,"A6307-0552-00",69553
10506,"A6307-0552-00",40
10506,"A6307-0553-00",47663
10507,"A6307-0554-00",694829
10506,"A6307-0554-00",1097
10507,"A6307-0555-00",100008
10506,"A6307-0556-00",35593
10507,"A6307-0557-00",3102
10506,"A6307-0557-00",46968
10507,"A6307-0558-00",96301
10507,"A6307-0559-00",85316
10506,"A6307-0559-00",643
10507,"A6307-0560-00",14965
10506,"A6307-0560-00",133076
10506,"A6307-0561-00",59177
10507,"A6307-0562-00",224727
10507,"A6307-0563-00",0
10506,"A6307-0563-00",58689
10507,"A6307-0564-00",24593
10507,"A6307-0565-00",127934
10507,"A6307-0566-00",66815
10507,"A6307-0567-00",26570
10506,"A6307-0567-00",112601
10507,"A6307-0568-00",15107
10506,"A6307-0568-00",95482
10507,"A6307-0569-00",76321
10507,"A6307-0570-00",92824
10506,"A6307-0570-00",1020
10506,"A6307-0571-00",41918
10507,"A6307-0572-00",82681
10506,"A6307-0573-00",33088
10507,"A6307-0574-00",78575
10507,"A6307-0575-00",56082
